CPF_PARTICIPANTE,ID_ATIVIDADE,CPF_CONVIDANTE_INTERNO,DATA_INSCRICAO
59930624955,10,40437563722,2023-06-18
68316308200,2,10214996255,2023-02-04
68316308200,12,85193641011,2023-12-01
77173986722,9,,2023-05-22
77173986722,13,,2023-07-17
77173986722,5,68050720777,2023-03-04
40230251433,11,,2023-10-16
40230251433,6,,2023-07-09
40230251433,15,52199688666,2023-11-22
75063254388,13,,2023-08-25
75063254388,4,93434468377,2023-08-01
98724155600,10,43493992599,2023-12-02
17934968700,3,84213550400,2023-07-16
17934968700,2,,2023-10-05
29403677366,16,,2023-02-08
33279795022,11,,2023-05-19
38319096100,1,10874445000,2023-07-30
91606401388,1,43578104500,2023-04-17
91606401388,15,31951873700,2023-11-05
91606401388,13,49401517355,2023-10-23
72863591500,16,,2023-03-31
72863591500,6,,2023-09-26
49746409688,3,,2023-03-18
49746409688,14,74222554200,2023-07-04
49746409688,8,81313033733,2023-08-16
74101911399,4,97574471611,2023-07-11
74101911399,14,11928076422,2023-12-31
38033679055,9,,2023-06-16
38033679055,14,68989789855,2023-09-12
38033679055,11,,2023-12-09
50580662977,14,,2023-10-19
50580662977,1,,2023-07-25
50580662977,10,86827740899,2023-04-22
27717984500,10,98047878300,2023-06-22
27717984500,13,,2023-06-08
27717984500,1,25431442699,2023-08-29
78764255422,9,89432811299,2023-06-28
39394966000,2,54873507011,2023-11-03
22333712677,9,,2023-03-12
22333712677,6,87692902611,2023-02-04
22333712677,14,,2023-08-04
23349028299,9,,2023-07-11
23349028299,13,19882934999,2023-01-18
58983657888,7,,2023-06-06
55371529677,7,88474579399,2023-02-01
55371529677,2,,2023-02-18
65267412666,4,41382599888,2023-12-14
65267412666,6,,2023-05-28
35001833955,15,93015510477,2023-09-27
35001833955,13,49401517355,2023-02-08
74045396688,4,96794630955,2023-07-25
34955618200,15,16601477355,2023-07-11
45978331299,11,,2023-03-04
45978331299,7,,2023-06-19
10073163222,4,96856825344,2023-03-03
10073163222,9,,2023-03-10
10073163222,6,17358625255,2023-01-25
74977028744,2,,2023-10-18
72474664300,8,55381302900,2023-01-05
72474664300,11,,2023-01-27
55762623444,12,,2023-08-28
55762623444,9,,2023-11-05
55762623444,16,,2023-03-28
90728227300,1,,2023-06-08
90728227300,5,,2023-12-04
70879160500,9,,2023-02-03
70879160500,14,31886934433,2023-07-05
94556159166,14,,2023-06-25
94556159166,9,,2023-01-31
94556159166,12,74393381622,2023-06-09
95167691288,10,,2023-08-07
71479187544,2,,2023-11-05
94436758544,16,81261109888,2023-11-17
94436758544,13,67868003355,2023-03-31
14515599177,16,,2023-02-09
61307698733,3,,2023-05-06
60436255477,12,,2023-11-23
60436255477,3,42754429977,2023-09-23
60436255477,9,38907334255,2023-02-09
37827683888,6,20273503499,2023-09-16
44213098855,13,54927131244,2023-11-24
44213098855,8,,2023-03-14
14928516122,3,,2023-07-09
14928516122,8,,2023-10-05
75890232211,8,,2023-12-14
17613335266,13,,2023-12-02
17613335266,16,,2023-10-31
28368642222,2,,2023-10-08
28368642222,10,,2023-03-20
51729567199,11,,2023-03-01
51729567199,1,,2023-12-02
51729567199,8,,2023-08-28
18129868077,6,18495572177,2023-04-04
58767788855,9,,2023-05-24
28122552855,14,24534915200,2023-02-24
28122552855,4,48685713033,2023-12-04
28122552855,11,45019843688,2023-03-02
18181562533,12,,2023-04-17
18181562533,11,,2023-10-29
95498274700,5,96822147344,2023-05-22
69025537500,2,,2023-08-06
21232200199,11,93763443244,2023-06-08
41124526599,14,,2023-03-05
41124526599,13,,2023-09-17
41124526599,1,61621079733,2023-10-07
96789111755,8,,2023-05-19
91428351600,12,,2023-06-14
14590313933,16,,2023-05-13
45958878411,14,41517620511,2023-02-16
45958878411,7,80133150022,2023-08-21
45958878411,3,47050230800,2023-07-14
52833846322,4,90587085866,2023-11-30
52833846322,9,20774333100,2023-10-26
52833846322,15,,2023-02-25
49725561888,5,60152311499,2023-05-18
80888444100,7,77362997066,2023-10-05
80888444100,9,91960918866,2023-11-04
80888444100,11,,2023-02-18
99450539066,4,,2023-09-01
56683759600,1,,2023-03-24
58249656255,16,,2023-04-15
24544912222,1,32224803111,2023-02-17
24544912222,10,,2023-04-21
80389804688,16,74205990255,2023-01-21
80389804688,4,66314940955,2023-05-25
44701327999,13,,2023-01-05
55112037188,14,,2023-07-03
55112037188,12,89130543455,2023-11-21
55112037188,13,,2023-12-08
87279732555,7,72354535833,2023-03-23
87279732555,5,78081280311,2023-04-21
87279732555,9,,2023-02-15
95405263888,2,,2023-09-16
95405263888,13,,2023-07-12
79149695833,12,14967039955,2023-08-03
79149695833,6,,2023-10-04
66113960800,3,68871150699,2023-01-15
66113960800,11,66280788333,2023-11-01
49181867699,5,96786198066,2023-07-15
49181867699,14,12037362588,2023-04-01
40563295088,5,,2023-05-20
40563295088,8,63286486266,2023-07-20
40563295088,11,18420812766,2023-01-10
15673594422,7,,2023-08-22
15673594422,6,91654689533,2023-11-03
15673594422,4,,2023-07-22
60594064088,14,49439711999,2023-08-17
60594064088,15,15843626777,2023-03-29
33046486077,5,69146891055,2023-08-03
33046486077,16,,2023-10-27
81142291011,11,,2023-02-14
81142291011,16,68230093655,2023-04-28
81142291011,1,49835283188,2023-05-05
69934867688,5,,2023-02-22
69934867688,1,,2023-08-22
69934867688,9,28409155299,2023-02-14
97722417733,8,72610296455,2023-06-13
97722417733,7,74050554433,2023-10-16
14740572500,11,34978278355,2023-06-08
14740572500,2,,2023-06-11
21877698011,10,55669581177,2023-01-30
21877698011,7,,2023-12-09
31908396466,3,,2023-02-09
31908396466,4,,2023-04-13
87113197122,10,67158226544,2023-05-11
87113197122,7,,2023-02-07
48444807900,3,,2023-02-01
48444807900,4,,2023-07-20
24892931333,8,,2023-04-06
24892931333,7,37705839499,2023-06-03
24892931333,4,91536032655,2023-10-10
90878062300,10,,2023-02-23
90878062300,6,,2023-07-20
62867729522,4,,2023-06-07
62867729522,7,,2023-06-09
38682257144,1,,2023-11-24
38682257144,12,78233650655,2023-06-10
38682257144,9,,2023-04-27
15961670411,12,,2023-07-22
15961670411,16,95520288766,2023-01-13
15961670411,13,54115855977,2023-03-15
66532872544,3,,2023-01-31
11913446577,6,,2023-09-18
39717267800,10,64855536300,2023-02-21
39717267800,15,34443442955,2023-01-11
39717267800,3,33252073911,2023-01-11
27099973044,14,71076603144,2023-09-19
27099973044,16,97789937266,2023-04-21
66696097522,7,,2023-05-04
66696097522,14,13001503600,2023-07-15
17066525855,15,,2023-08-09
10709134488,15,47941745788,2023-07-05
10709134488,8,,2023-05-13
38724568577,10,,2023-10-10
38724568577,16,,2023-11-29
38724568577,2,50139032622,2023-05-22
24187399100,1,79019245277,2023-09-04
93582264200,4,,2023-07-08
91536660388,11,96038169655,2023-09-07
20852354333,15,51941335888,2023-08-25
95018831400,11,38500912366,2023-04-27
95018831400,6,,2023-04-15
95018831400,14,,2023-02-18
51014175055,5,,2023-07-14
51014175055,15,,2023-10-11
51014175055,2,41343235255,2023-09-07
69972919022,7,,2023-04-20
69972919022,2,,2023-10-30
59168440000,3,17796386122,2023-11-22
59168440000,4,34566731088,2023-01-13
89836805988,5,,2023-11-17
70253102399,9,,2023-10-05
70253102399,6,26660193655,2023-04-21
70253102399,3,33780382500,2023-09-19
46395754911,6,,2023-06-12
18689526300,9,23044253566,2023-05-02
55031155200,15,31115101900,2023-06-08
55031155200,7,94361914488,2023-01-04
55031155200,14,,2023-06-06
12475235433,16,,2023-01-17
12475235433,11,96642727600,2023-02-03
12475235433,2,36369661466,2023-04-02
64759069999,2,44702895588,2023-06-11
64759069999,8,88167375733,2023-03-18
31441463822,4,,2023-03-22
31441463822,10,,2023-10-20
31441463822,12,,2023-02-06
40888607055,6,53634619944,2023-09-24
40888607055,14,,2023-11-26
39011821877,8,,2023-12-27
51199426877,11,,2023-12-04
51199426877,9,56007558644,2023-03-30
91233752999,7,95152335500,2023-06-19
91233752999,3,75845457699,2023-11-10
91233752999,13,27511157488,2023-09-21
30238614633,14,32596578277,2023-05-02
30238614633,8,81031668122,2023-02-07
30238614633,7,22101450077,2023-11-29
49422240200,2,,2023-01-15
87352381944,8,49947124922,2023-03-12
69005274933,2,73319952511,2023-10-31
69005274933,15,92257506922,2023-06-30
69005274933,6,67982785155,2023-11-22
61252250111,13,55514952644,2023-10-12
61252250111,7,55170076511,2023-04-15
47086177988,3,,2023-05-02
47086177988,2,90865861988,2023-07-11
60288197866,5,70441068200,2023-04-20
60288197866,9,,2023-03-14
60288197866,12,97520578888,2023-10-06
27578629100,6,,2023-03-07
27578629100,15,,2023-12-03
51907514733,11,36024938144,2023-02-03
44536910844,16,,2023-01-27
44536910844,12,,2023-12-02
44536910844,15,36420755255,2023-11-11
60620675466,2,,2023-05-24
60620675466,16,38774028366,2023-10-18
39568472533,3,53983107633,2023-03-22
39568472533,15,30802807177,2023-02-09
39568472533,1,22972176255,2023-07-31
32338243000,8,,2023-05-12
32338243000,11,80967538277,2023-11-24
32338243000,4,81474961922,2023-06-15
14835168577,9,,2023-09-19
14835168577,15,,2023-07-06
54132228744,7,15256314388,2023-11-23
54132228744,11,31709773000,2023-02-11
67485236644,10,11259616355,2023-11-27
48191634699,7,71887714211,2023-06-07
57972132066,5,,2023-12-25
57972132066,1,,2023-01-31
60808942111,7,,2023-03-20
60808942111,13,52165406011,2023-11-30
60808942111,2,,2023-05-06
28596455433,11,,2023-06-17
58988807399,9,66300421311,2023-05-23
58988807399,13,,2023-11-08
58988807399,15,,2023-12-01
84865882000,2,,2023-06-21
20390142099,15,80709435300,2023-08-15
20390142099,4,28485324244,2023-01-17
20390142099,7,96401106399,2023-07-13
46138950499,15,,2023-04-24
64947733033,1,,2023-05-06
64947733033,2,11144741777,2023-03-31
64947733033,13,98223356522,2023-05-15
98928606677,4,,2023-08-16
98928606677,5,39955306055,2023-10-14
98928606677,7,,2023-08-03
14193190000,7,76517432700,2023-09-12
14193190000,12,,2023-02-16
63275989944,13,,2023-06-01
63275989944,16,49430594300,2023-08-09
63275989944,4,31521253644,2023-09-20
89451197799,10,68172953511,2023-06-01
89451197799,15,,2023-12-09
89451197799,12,,2023-11-27
99213775077,3,,2023-08-16
99213775077,5,,2023-01-12
99213775077,8,,2023-07-31
64693769911,13,,2023-06-14
88437513366,2,59273735933,2023-05-03
88437513366,5,,2023-01-27
88437513366,12,32425229822,2023-02-26
53327640733,16,30119773488,2023-09-26
64934715911,1,46555419200,2023-07-29
64934715911,8,,2023-08-16
42650532899,1,,2023-12-19
42650532899,3,,2023-03-28
50491675744,16,,2023-03-28
20123481900,10,38526966900,2023-11-10
20123481900,12,,2023-07-13
32503653355,15,,2023-04-04
32503653355,8,,2023-08-22
32503653355,3,,2023-09-18
83766702200,15,,2023-09-18
83766702200,14,67917804799,2023-06-25
44523440111,9,,2023-07-06
44523440111,1,47822646233,2023-09-30
22284189511,12,,2023-11-02
22284189511,13,37807358733,2023-07-21
82498548700,15,83794568400,2023-01-10
82498548700,12,,2023-12-29
34648973466,4,86733762466,2023-10-09
34648973466,7,,2023-08-10
99780030966,8,,2023-12-09
99780030966,12,,2023-02-06
78993850088,13,68227492844,2023-08-27
16388949577,3,41529774699,2023-11-09
16388949577,11,69040623555,2023-05-01
16388949577,16,,2023-12-05
65968667699,1,,2023-04-11
65968667699,3,,2023-06-23
54104384933,4,,2023-05-08
54104384933,9,,2023-05-23
50038070666,5,,2023-12-06
50038070666,11,37880417900,2023-03-02
50038070666,13,65192763833,2023-09-27
29053299122,11,82051133600,2023-02-23
43119919833,2,44876744411,2023-07-17
43119919833,12,,2023-12-06
80122222055,6,,2023-11-29
80122222055,11,,2023-01-24
80122222055,2,44074773777,2023-03-29
